#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cox8a	Ndufa4	10090.ENSMUSP00000040717	10090.ENSMUSP00000144932	0	0.271	0.800	0	0.847
Cox8a	mt-Co3	10090.ENSMUSP00000040717	10090.ENSMUSP00000080997	0	0.267	0.800	0.066	0.851
Cox8a	mt-Co2	10090.ENSMUSP00000040717	10090.ENSMUSP00000080994	0	0.310	0.800	0.125	0.868
Cox8a	mt-Co1	10090.ENSMUSP00000040717	10090.ENSMUSP00000080993	0	0.399	0.800	0.208	0.896
Cox8b	Uqcr11	10090.ENSMUSP00000026561	10090.ENSMUSP00000020372	0	0.806	0.540	0	0.907
Cox8b	Uqcrb	10090.ENSMUSP00000026561	10090.ENSMUSP00000021993	0	0.903	0.540	0	0.953
Cox8b	Ndufa4l2	10090.ENSMUSP00000026561	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox8b	Ndufa4	10090.ENSMUSP00000026561	10090.ENSMUSP00000144932	0	0	0.540	0	0.540
Cox8b	Uqcc3	10090.ENSMUSP00000026561	10090.ENSMUSP00000093972	0	0	0.540	0	0.540
Cox8b	mt-Co3	10090.ENSMUSP00000026561	10090.ENSMUSP00000080997	0	0.806	0.540	0	0.907
Cox8b	mt-Co2	10090.ENSMUSP00000026561	10090.ENSMUSP00000080994	0	0.806	0.540	0	0.907
Cox8b	mt-Cytb	10090.ENSMUSP00000026561	10090.ENSMUSP00000081003	0	0.806	0.540	0	0.907
Cox8b	Uqcr10	10090.ENSMUSP00000026561	10090.ENSMUSP00000054856	0	0.806	0.540	0.075	0.910
Cox8b	Uqcrq	10090.ENSMUSP00000026561	10090.ENSMUSP00000053145	0	0.903	0.540	0	0.953
Cox8b	mt-Co1	10090.ENSMUSP00000026561	10090.ENSMUSP00000080993	0	0.903	0.540	0	0.953
Dmac1	Ndufa11	10090.ENSMUSP00000030103	10090.ENSMUSP00000002452	0	0	0.720	0	0.720
Dmac1	Ndufa2	10090.ENSMUSP00000030103	10090.ENSMUSP00000014438	0	0	0.720	0	0.720
Dmac1	Ndufa1	10090.ENSMUSP00000030103	10090.ENSMUSP00000016571	0	0	0.720	0	0.720
Dmac1	Ndufs6	10090.ENSMUSP00000030103	10090.ENSMUSP00000022097	0	0	0.720	0	0.720
Dmac1	Ndufs4	10090.ENSMUSP00000030103	10090.ENSMUSP00000022286	0	0	0.720	0	0.720
Dmac1	Ndufb9	10090.ENSMUSP00000030103	10090.ENSMUSP00000022980	0	0	0.720	0	0.720
Dmac1	Ndufa6	10090.ENSMUSP00000030103	10090.ENSMUSP00000023085	0	0	0.720	0	0.720
Dmac1	Ndufb4	10090.ENSMUSP00000030103	10090.ENSMUSP00000023514	0	0	0.720	0	0.720
Dmac1	Ndufa5	10090.ENSMUSP00000030103	10090.ENSMUSP00000023851	0	0	0.720	0	0.720
Dmac1	Ndufb8	10090.ENSMUSP00000030103	10090.ENSMUSP00000026222	0	0	0.720	0	0.720
Dmac1	Ndufb6	10090.ENSMUSP00000030103	10090.ENSMUSP00000092746	0	0	0.720	0	0.720
Dmac1	Ndufb10	10090.ENSMUSP00000030103	10090.ENSMUSP00000043543	0	0	0.720	0	0.720
Dmac1	mt-Nd4	10090.ENSMUSP00000030103	10090.ENSMUSP00000081000	0	0	0.720	0	0.720
Dmac1	Ndufa13	10090.ENSMUSP00000030103	10090.ENSMUSP00000105796	0	0	0.720	0	0.720
Dmac1	Ndufs7	10090.ENSMUSP00000030103	10090.ENSMUSP00000101003	0	0	0.720	0	0.720
Dmac1	mt-Nd6	10090.ENSMUSP00000030103	10090.ENSMUSP00000081002	0	0	0.720	0	0.720
Dmac1	Ndufab1	10090.ENSMUSP00000030103	10090.ENSMUSP00000033157	0	0	0.720	0	0.720
Dmac1	mt-Nd1	10090.ENSMUSP00000030103	10090.ENSMUSP00000080991	0	0	0.720	0	0.720
Dmac1	Ndufb7	10090.ENSMUSP00000030103	10090.ENSMUSP00000037341	0	0	0.720	0	0.720
Dmac1	Ndufs5	10090.ENSMUSP00000030103	10090.ENSMUSP00000101813	0	0	0.720	0	0.720
Dmac1	Ndufa3	10090.ENSMUSP00000030103	10090.ENSMUSP00000075953	0	0	0.720	0	0.720
Dmac1	Ndufs8	10090.ENSMUSP00000030103	10090.ENSMUSP00000158541	0	0	0.720	0	0.720
Dmac1	mt-Nd3	10090.ENSMUSP00000030103	10090.ENSMUSP00000080998	0	0	0.720	0	0.720
Dmac1	mt-Nd2	10090.ENSMUSP00000030103	10090.ENSMUSP00000080992	0	0	0.720	0	0.720
Dmac1	Ndufa12	10090.ENSMUSP00000030103	10090.ENSMUSP00000136313	0	0	0.720	0	0.720
Dmac1	Ndufb1-ps	10090.ENSMUSP00000030103	10090.ENSMUSP00000159138	0	0	0.720	0	0.720
Dmac1	Ndufb11	10090.ENSMUSP00000030103	10090.ENSMUSP00000112320	0	0	0.720	0	0.720
Dmac1	Ndufb2	10090.ENSMUSP00000030103	10090.ENSMUSP00000118918	0	0	0.720	0	0.720
Dmac1	Ndufv1	10090.ENSMUSP00000030103	10090.ENSMUSP00000042967	0	0	0.720	0	0.720
Dmac1	Ndufa7	10090.ENSMUSP00000030103	10090.ENSMUSP00000039692	0	0	0.720	0	0.720
Dmac1	mt-Nd5	10090.ENSMUSP00000030103	10090.ENSMUSP00000081001	0	0	0.720	0	0.720
Dmac1	Ndufa4	10090.ENSMUSP00000030103	10090.ENSMUSP00000144932	0	0	0.720	0	0.720
Dmac1	Ndufc1	10090.ENSMUSP00000030103	10090.ENSMUSP00000038463	0	0	0.720	0	0.720
Dmac1	Ndufa8	10090.ENSMUSP00000030103	10090.ENSMUSP00000065352	0	0	0.720	0	0.720
Dmac1	Ndufv3	10090.ENSMUSP00000030103	10090.ENSMUSP00000049000	0	0	0.720	0	0.720
Dmac1	Ndufc2	10090.ENSMUSP00000030103	10090.ENSMUSP00000032882	0	0	0.720	0	0.720
Dnajc11	Micos10	10090.ENSMUSP00000051643	10090.ENSMUSP00000117583	0	0.104	0.360	0	0.402
Dnajc11	Micos13	10090.ENSMUSP00000051643	10090.ENSMUSP00000052908	0	0	0.720	0	0.720
Dnajc15	Dnajc19	10090.ENSMUSP00000154390	10090.ENSMUSP00000011029	0	0	0.540	0.175	0.604
Dnajc15	Timm17b	10090.ENSMUSP00000154390	10090.ENSMUSP00000033498	0	0	0.540	0.254	0.642
Dnajc15	Grpel2	10090.ENSMUSP00000154390	10090.ENSMUSP00000053440	0	0	0.540	0.253	0.641
Dnajc15	Timm17a	10090.ENSMUSP00000154390	10090.ENSMUSP00000079883	0	0	0.540	0.254	0.642
Dnajc15	Timm50	10090.ENSMUSP00000154390	10090.ENSMUSP00000080614	0	0	0.540	0.360	0.693
Dnajc15	Romo1	10090.ENSMUSP00000154390	10090.ENSMUSP00000085981	0	0	0.540	0.071	0.554
Dnajc19	Romo1	10090.ENSMUSP00000011029	10090.ENSMUSP00000085981	0	0	0.540	0.071	0.554
Dnajc19	Phb	10090.ENSMUSP00000011029	10090.ENSMUSP00000119603	0	0.047	0	0.560	0.562
Dnajc19	Grpel2	10090.ENSMUSP00000011029	10090.ENSMUSP00000053440	0	0	0.540	0.253	0.641
Dnajc19	Timm17b	10090.ENSMUSP00000011029	10090.ENSMUSP00000033498	0	0	0.540	0.254	0.642
Dnajc19	Timm17a	10090.ENSMUSP00000011029	10090.ENSMUSP00000079883	0	0	0.540	0.481	0.751
Dnajc19	Timm50	10090.ENSMUSP00000011029	10090.ENSMUSP00000080614	0	0	0.540	0.590	0.803
Grpel2	Timm17b	10090.ENSMUSP00000053440	10090.ENSMUSP00000033498	0	0	0.540	0.281	0.655
Grpel2	Romo1	10090.ENSMUSP00000053440	10090.ENSMUSP00000085981	0	0	0.540	0	0.540
Grpel2	Timm50	10090.ENSMUSP00000053440	10090.ENSMUSP00000080614	0	0	0.540	0.271	0.650
Grpel2	Timm17a	10090.ENSMUSP00000053440	10090.ENSMUSP00000079883	0	0	0.540	0.281	0.655
Mcub	Smdt1	10090.ENSMUSP00000029624	10090.ENSMUSP00000023086	0	0.380	0.800	0.601	0.946
Micos10	Micos13	10090.ENSMUSP00000117583	10090.ENSMUSP00000052908	0	0	0.360	0.729	0.819
Ndufa1	Ndufa11	10090.ENSMUSP00000016571	10090.ENSMUSP00000002452	0	0.823	0.900	0.243	0.985
Ndufa1	Ndufa2	10090.ENSMUSP00000016571	10090.ENSMUSP00000014438	0	0.853	0.900	0.412	0.990
Ndufa1	mt-Co3	10090.ENSMUSP00000016571	10090.ENSMUSP00000080997	0	0.404	0	0	0.404
Ndufa1	mt-Cytb	10090.ENSMUSP00000016571	10090.ENSMUSP00000081003	0	0.404	0	0	0.404
Ndufa1	Uqcr10	10090.ENSMUSP00000016571	10090.ENSMUSP00000054856	0	0.404	0	0	0.404
Ndufa1	mt-Co1	10090.ENSMUSP00000016571	10090.ENSMUSP00000080993	0	0.404	0	0	0.404
Ndufa1	Uqcr11	10090.ENSMUSP00000016571	10090.ENSMUSP00000020372	0	0.404	0	0	0.404
Ndufa1	Uqcrq	10090.ENSMUSP00000016571	10090.ENSMUSP00000053145	0	0.404	0	0.193	0.498
Ndufa1	Ndufa4l2	10090.ENSMUSP00000016571	10090.ENSMUSP00000042185	0	0	0.900	0	0.900
Ndufa1	Ndufa4	10090.ENSMUSP00000016571	10090.ENSMUSP00000144932	0	0	0.900	0.436	0.941
Ndufa1	Ndufb1-ps	10090.ENSMUSP00000016571	10090.ENSMUSP00000159138	0	0.870	0.800	0.125	0.975
Ndufa1	Ndufc1	10090.ENSMUSP00000016571	10090.ENSMUSP00000038463	0	0.803	0.900	0	0.979
Ndufa1	mt-Nd3	10090.ENSMUSP00000016571	10090.ENSMUSP00000080998	0	0.823	0.900	0	0.981
Ndufa1	mt-Nd4	10090.ENSMUSP00000016571	10090.ENSMUSP00000081000	0	0.853	0.900	0	0.984
Ndufa1	Ndufs7	10090.ENSMUSP00000016571	10090.ENSMUSP00000101003	0	0.850	0.900	0	0.984
Ndufa1	mt-Nd2	10090.ENSMUSP00000016571	10090.ENSMUSP00000080992	0	0.832	0.900	0.126	0.984
Ndufa1	Ndufb8	10090.ENSMUSP00000016571	10090.ENSMUSP00000026222	0	0.841	0.900	0.135	0.985
Ndufa1	Ndufb2	10090.ENSMUSP00000016571	10090.ENSMUSP00000118918	0	0.826	0.900	0.230	0.985
Ndufa1	Ndufc2	10090.ENSMUSP00000016571	10090.ENSMUSP00000032882	0	0.856	0.900	0	0.985
Ndufa1	Ndufb4	10090.ENSMUSP00000016571	10090.ENSMUSP00000023514	0	0.858	0.900	0.077	0.985
Ndufa1	Ndufb10	10090.ENSMUSP00000016571	10090.ENSMUSP00000043543	0	0.870	0.900	0	0.986
Ndufa1	Ndufv1	10090.ENSMUSP00000016571	10090.ENSMUSP00000042967	0	0.870	0.900	0	0.986
Ndufa1	Ndufv3	10090.ENSMUSP00000016571	10090.ENSMUSP00000049000	0	0.858	0.900	0.147	0.986
Ndufa1	Ndufb11	10090.ENSMUSP00000016571	10090.ENSMUSP00000112320	0	0.849	0.900	0.250	0.987
Ndufa1	Ndufb9	10090.ENSMUSP00000016571	10090.ENSMUSP00000022980	0	0.857	0.900	0.198	0.987
Ndufa1	Ndufb7	10090.ENSMUSP00000016571	10090.ENSMUSP00000037341	0	0.870	0.900	0.079	0.987
Ndufa1	Ndufs4	10090.ENSMUSP00000016571	10090.ENSMUSP00000022286	0	0.857	0.900	0.169	0.987
Ndufa1	mt-Nd5	10090.ENSMUSP00000016571	10090.ENSMUSP00000081001	0	0.858	0.900	0.211	0.987
Ndufa1	Ndufb6	10090.ENSMUSP00000016571	10090.ENSMUSP00000092746	0	0.870	0.900	0.198	0.988
Ndufa1	Ndufa3	10090.ENSMUSP00000016571	10090.ENSMUSP00000075953	0	0.857	0.900	0.372	0.990
Ndufa1	Ndufa5	10090.ENSMUSP00000016571	10090.ENSMUSP00000023851	0	0.870	0.900	0.362	0.990
Ndufa1	Ndufs5	10090.ENSMUSP00000016571	10090.ENSMUSP00000101813	0	0.933	0.720	0.522	0.990
Ndufa1	mt-Nd6	10090.ENSMUSP00000016571	10090.ENSMUSP00000081002	0	0.917	0.900	0	0.991
Ndufa1	Ndufa12	10090.ENSMUSP00000016571	10090.ENSMUSP00000136313	0	0.917	0.900	0.046	0.991
Ndufa1	Ndufa13	10090.ENSMUSP00000016571	10090.ENSMUSP00000105796	0	0.925	0.900	0.253	0.993
Ndufa1	Ndufs6	10090.ENSMUSP00000016571	10090.ENSMUSP00000022097	0	0.870	0.900	0.511	0.993
Ndufa1	Ndufa6	10090.ENSMUSP00000016571	10090.ENSMUSP00000023085	0	0.876	0.900	0.509	0.993
Ndufa1	Ndufa7	10090.ENSMUSP00000016571	10090.ENSMUSP00000039692	0	0.908	0.900	0.315	0.993
Ndufa1	Ndufa8	10090.ENSMUSP00000016571	10090.ENSMUSP00000065352	0	0.937	0.900	0.134	0.994
Ndufa1	Ndufab1	10090.ENSMUSP00000016571	10090.ENSMUSP00000033157	0	0.957	0.900	0.077	0.995
Ndufa1	Ndufs8	10090.ENSMUSP00000016571	10090.ENSMUSP00000158541	0	0.936	0.900	0.332	0.995
Ndufa1	mt-Nd1	10090.ENSMUSP00000016571	10090.ENSMUSP00000080991	0	0.932	0.900	0.523	0.996
Ndufa11	mt-Co1	10090.ENSMUSP00000002452	10090.ENSMUSP00000080993	0	0.404	0	0	0.404
Ndufa11	mt-Co3	10090.ENSMUSP00000002452	10090.ENSMUSP00000080997	0	0.404	0	0	0.404
Ndufa11	mt-Cytb	10090.ENSMUSP00000002452	10090.ENSMUSP00000081003	0	0.487	0	0	0.487
Ndufa11	Uqcr11	10090.ENSMUSP00000002452	10090.ENSMUSP00000020372	0	0.404	0	0.276	0.550
Ndufa11	Uqcr10	10090.ENSMUSP00000002452	10090.ENSMUSP00000054856	0	0.587	0	0.074	0.601
Ndufa11	Uqcrb	10090.ENSMUSP00000002452	10090.ENSMUSP00000021993	0	0.560	0	0.211	0.637
Ndufa11	Uqcrq	10090.ENSMUSP00000002452	10090.ENSMUSP00000053145	0	0.487	0	0.350	0.652
Ndufa11	Ndufa4l2	10090.ENSMUSP00000002452	10090.ENSMUSP00000042185	0	0	0.900	0	0.900
Ndufa11	Ndufa4	10090.ENSMUSP00000002452	10090.ENSMUSP00000144932	0	0	0.900	0	0.900
Ndufa11	Ndufs5	10090.ENSMUSP00000002452	10090.ENSMUSP00000101813	0	0.898	0.720	0	0.970
Ndufa11	Ndufb1-ps	10090.ENSMUSP00000002452	10090.ENSMUSP00000159138	0	0.843	0.800	0.236	0.974
Ndufa11	Ndufc1	10090.ENSMUSP00000002452	10090.ENSMUSP00000038463	0	0.803	0.900	0	0.979
Ndufa11	Ndufb2	10090.ENSMUSP00000002452	10090.ENSMUSP00000118918	0	0.800	0.900	0	0.979
Ndufa11	mt-Nd1	10090.ENSMUSP00000002452	10090.ENSMUSP00000080991	0	0.823	0.900	0	0.981
Ndufa11	Ndufb10	10090.ENSMUSP00000002452	10090.ENSMUSP00000043543	0	0.843	0.900	0.130	0.985
Ndufa11	Ndufa3	10090.ENSMUSP00000002452	10090.ENSMUSP00000075953	0	0.843	0.900	0.160	0.985
Ndufa11	Ndufb7	10090.ENSMUSP00000002452	10090.ENSMUSP00000037341	0	0.843	0.900	0.254	0.987
Ndufa11	Ndufa13	10090.ENSMUSP00000002452	10090.ENSMUSP00000105796	0	0.817	0.900	0.375	0.987
Ndufa11	mt-Nd3	10090.ENSMUSP00000002452	10090.ENSMUSP00000080998	0	0.843	0.900	0.267	0.987
Ndufa11	mt-Nd6	10090.ENSMUSP00000002452	10090.ENSMUSP00000081002	0	0.876	0.900	0	0.987
Ndufa11	Ndufs6	10090.ENSMUSP00000002452	10090.ENSMUSP00000022097	0	0.876	0.900	0	0.987
Ndufa11	Ndufa7	10090.ENSMUSP00000002452	10090.ENSMUSP00000039692	0	0.823	0.900	0.429	0.989
Ndufa11	Ndufa12	10090.ENSMUSP00000002452	10090.ENSMUSP00000136313	0	0.898	0.900	0	0.989
Ndufa11	Ndufa2	10090.ENSMUSP00000002452	10090.ENSMUSP00000014438	0	0.898	0.900	0	0.989
Ndufa11	Ndufa5	10090.ENSMUSP00000002452	10090.ENSMUSP00000023851	0	0.896	0.900	0	0.989
Ndufa11	Ndufs4	10090.ENSMUSP00000002452	10090.ENSMUSP00000022286	0	0.898	0.900	0	0.989
Ndufa11	Ndufv3	10090.ENSMUSP00000002452	10090.ENSMUSP00000049000	0	0.898	0.900	0	0.989
Ndufa11	Ndufb6	10090.ENSMUSP00000002452	10090.ENSMUSP00000092746	0	0.898	0.900	0	0.989
Ndufa11	Ndufb11	10090.ENSMUSP00000002452	10090.ENSMUSP00000112320	0	0.870	0.900	0.243	0.989
Ndufa11	Ndufc2	10090.ENSMUSP00000002452	10090.ENSMUSP00000032882	0	0.843	0.900	0.402	0.989
Ndufa11	Ndufa8	10090.ENSMUSP00000002452	10090.ENSMUSP00000065352	0	0.877	0.900	0.303	0.990
Ndufa11	Ndufb4	10090.ENSMUSP00000002452	10090.ENSMUSP00000023514	0	0.909	0.900	0	0.990
Ndufa11	Ndufb8	10090.ENSMUSP00000002452	10090.ENSMUSP00000026222	0	0.870	0.900	0.375	0.991
Ndufa11	Ndufs7	10090.ENSMUSP00000002452	10090.ENSMUSP00000101003	0	0.898	0.900	0.417	0.993
Ndufa11	Ndufv1	10090.ENSMUSP00000002452	10090.ENSMUSP00000042967	0	0.898	0.900	0.374	0.993
Ndufa11	Ndufb9	10090.ENSMUSP00000002452	10090.ENSMUSP00000022980	0	0.843	0.900	0.635	0.993
Ndufa11	mt-Nd2	10090.ENSMUSP00000002452	10090.ENSMUSP00000080992	0	0.949	0.900	0	0.994
Ndufa11	Ndufa6	10090.ENSMUSP00000002452	10090.ENSMUSP00000023085	0	0.898	0.900	0.516	0.994
Ndufa11	Ndufs8	10090.ENSMUSP00000002452	10090.ENSMUSP00000158541	0	0.898	0.900	0.577	0.995
Ndufa11	mt-Nd4	10090.ENSMUSP00000002452	10090.ENSMUSP00000081000	0	0.953	0.900	0	0.995
Ndufa11	Ndufab1	10090.ENSMUSP00000002452	10090.ENSMUSP00000033157	0	0.961	0.900	0	0.996
Ndufa11	mt-Nd5	10090.ENSMUSP00000002452	10090.ENSMUSP00000081001	0	0.953	0.900	0.290	0.996
Ndufa12	Ndufa2	10090.ENSMUSP00000136313	10090.ENSMUSP00000014438	0	0.946	0.900	0	0.994
Ndufa12	Uqcr11	10090.ENSMUSP00000136313	10090.ENSMUSP00000020372	0	0.404	0	0	0.404
Ndufa12	Uqcrb	10090.ENSMUSP00000136313	10090.ENSMUSP00000021993	0	0.619	0	0	0.619
Ndufa12	Ndufs6	10090.ENSMUSP00000136313	10090.ENSMUSP00000022097	0	0.967	0.900	0.220	0.997
Ndufa12	Ndufs4	10090.ENSMUSP00000136313	10090.ENSMUSP00000022286	0	0.967	0.900	0.505	0.998
Ndufa12	Ndufb9	10090.ENSMUSP00000136313	10090.ENSMUSP00000022980	0	0.937	0.900	0	0.993
Ndufa12	Ndufa6	10090.ENSMUSP00000136313	10090.ENSMUSP00000023085	0	0.945	0.900	0.289	0.995
Ndufa12	Ndufb4	10090.ENSMUSP00000136313	10090.ENSMUSP00000023514	0	0.907	0.900	0	0.990
Ndufa12	Ndufa5	10090.ENSMUSP00000136313	10090.ENSMUSP00000023851	0	0.937	0.900	0	0.993
Ndufa12	Ndufb8	10090.ENSMUSP00000136313	10090.ENSMUSP00000026222	0	0.886	0.900	0.113	0.989
Ndufa12	Ndufc2	10090.ENSMUSP00000136313	10090.ENSMUSP00000032882	0	0.875	0.900	0.187	0.988
Ndufa12	Ndufab1	10090.ENSMUSP00000136313	10090.ENSMUSP00000033157	0	0.967	0.900	0	0.996
Ndufa12	Ndufb7	10090.ENSMUSP00000136313	10090.ENSMUSP00000037341	0	0.944	0.900	0	0.994
Ndufa12	Ndufc1	10090.ENSMUSP00000136313	10090.ENSMUSP00000038463	0	0.803	0.900	0.089	0.980
Ndufa12	Ndufa7	10090.ENSMUSP00000136313	10090.ENSMUSP00000039692	0	0.954	0.900	0.530	0.997
Ndufa12	Ndufa4l2	10090.ENSMUSP00000136313	10090.ENSMUSP00000042185	0	0	0.900	0	0.900
Ndufa12	Ndufv1	10090.ENSMUSP00000136313	10090.ENSMUSP00000042967	0	0.945	0.900	0.639	0.997
Ndufa12	Ndufb10	10090.ENSMUSP00000136313	10090.ENSMUSP00000043543	0	0.937	0.900	0.207	0.994
Ndufa12	Ndufv3	10090.ENSMUSP00000136313	10090.ENSMUSP00000049000	0	0.908	0.900	0.574	0.995
Ndufa12	Uqcrq	10090.ENSMUSP00000136313	10090.ENSMUSP00000053145	0	0.551	0	0	0.551
Ndufa12	Uqcr10	10090.ENSMUSP00000136313	10090.ENSMUSP00000054856	0	0.598	0	0	0.598
Ndufa12	Ndufa8	10090.ENSMUSP00000136313	10090.ENSMUSP00000065352	0	0.944	0.900	0.310	0.995
Ndufa12	Ndufa3	10090.ENSMUSP00000136313	10090.ENSMUSP00000075953	0	0.843	0.900	0	0.983
Ndufa12	mt-Nd1	10090.ENSMUSP00000136313	10090.ENSMUSP00000080991	0	0.959	0.900	0	0.995
Ndufa12	mt-Nd2	10090.ENSMUSP00000136313	10090.ENSMUSP00000080992	0	0.919	0.900	0	0.991
Ndufa12	mt-Co1	10090.ENSMUSP00000136313	10090.ENSMUSP00000080993	0	0.404	0	0	0.404
Ndufa12	mt-Co3	10090.ENSMUSP00000136313	10090.ENSMUSP00000080997	0	0.404	0	0	0.404
Ndufa12	mt-Nd3	10090.ENSMUSP00000136313	10090.ENSMUSP00000080998	0	0.937	0.900	0	0.993
Ndufa12	mt-Nd4	10090.ENSMUSP00000136313	10090.ENSMUSP00000081000	0	0.937	0.900	0	0.993
Ndufa12	mt-Nd5	10090.ENSMUSP00000136313	10090.ENSMUSP00000081001	0	0.937	0.900	0	0.993
Ndufa12	mt-Nd6	10090.ENSMUSP00000136313	10090.ENSMUSP00000081002	0	0.843	0.900	0	0.983
Ndufa12	mt-Cytb	10090.ENSMUSP00000136313	10090.ENSMUSP00000081003	0	0.487	0	0	0.487
Ndufa12	Ndufb6	10090.ENSMUSP00000136313	10090.ENSMUSP00000092746	0	0.907	0.900	0	0.990
Ndufa12	Ndufs7	10090.ENSMUSP00000136313	10090.ENSMUSP00000101003	0	0.959	0.900	0.309	0.996
Ndufa12	Ndufs5	10090.ENSMUSP00000136313	10090.ENSMUSP00000101813	0	0.924	0.720	0	0.978
Ndufa12	Ndufa13	10090.ENSMUSP00000136313	10090.ENSMUSP00000105796	0	0.886	0.900	0.416	0.992
Ndufa12	Ndufb11	10090.ENSMUSP00000136313	10090.ENSMUSP00000112320	0	0.873	0.900	0	0.986
Ndufa12	Ndufb2	10090.ENSMUSP00000136313	10090.ENSMUSP00000118918	0	0.800	0.900	0	0.979
Ndufa12	Ndufa4	10090.ENSMUSP00000136313	10090.ENSMUSP00000144932	0	0.297	0.900	0.074	0.929
Ndufa12	Ndufb1-ps	10090.ENSMUSP00000136313	10090.ENSMUSP00000159138	0	0.843	0.720	0	0.954
Ndufa12	Ndufs8	10090.ENSMUSP00000136313	10090.ENSMUSP00000158541	0	0.959	0.900	0.410	0.997
Ndufa13	Ndufa2	10090.ENSMUSP00000105796	10090.ENSMUSP00000014438	0	0.886	0.900	0	0.988
Ndufa13	Uqcrb	10090.ENSMUSP00000105796	10090.ENSMUSP00000021993	0	0.405	0	0	0.405
Ndufa13	Ndufs6	10090.ENSMUSP00000105796	10090.ENSMUSP00000022097	0	0.886	0.900	0.095	0.988
Ndufa13	Ndufs4	10090.ENSMUSP00000105796	10090.ENSMUSP00000022286	0	0.886	0.900	0.251	0.990
Ndufa13	Ndufb9	10090.ENSMUSP00000105796	10090.ENSMUSP00000022980	0	0.886	0.900	0.394	0.992
Ndufa13	Ndufa6	10090.ENSMUSP00000105796	10090.ENSMUSP00000023085	0	0.886	0.900	0.660	0.995
Ndufa13	Ndufb4	10090.ENSMUSP00000105796	10090.ENSMUSP00000023514	0	0.825	0.900	0.264	0.986
Ndufa13	Ndufa5	10090.ENSMUSP00000105796	10090.ENSMUSP00000023851	0	0.886	0.900	0.361	0.992
Ndufa13	Ndufb8	10090.ENSMUSP00000105796	10090.ENSMUSP00000026222	0	0.867	0.900	0.210	0.988
Ndufa13	Ndufc2	10090.ENSMUSP00000105796	10090.ENSMUSP00000032882	0	0.867	0.900	0.207	0.988
Ndufa13	Ndufab1	10090.ENSMUSP00000105796	10090.ENSMUSP00000033157	0	0.963	0.900	0	0.996
Ndufa13	Ndufb7	10090.ENSMUSP00000105796	10090.ENSMUSP00000037341	0	0.886	0.900	0	0.988
Ndufa13	Ndufc1	10090.ENSMUSP00000105796	10090.ENSMUSP00000038463	0	0.801	0.900	0	0.979
Ndufa13	Ndufa7	10090.ENSMUSP00000105796	10090.ENSMUSP00000039692	0	0.921	0.900	0.622	0.996
Ndufa13	Ndufa4l2	10090.ENSMUSP00000105796	10090.ENSMUSP00000042185	0	0	0.900	0	0.900
Ndufa13	Ndufv1	10090.ENSMUSP00000105796	10090.ENSMUSP00000042967	0	0.886	0.900	0.207	0.990
Ndufa13	Ndufb10	10090.ENSMUSP00000105796	10090.ENSMUSP00000043543	0	0.886	0.900	0	0.988
Ndufa13	Ndufv3	10090.ENSMUSP00000105796	10090.ENSMUSP00000049000	0	0.849	0.900	0	0.984
Ndufa13	Uqcr10	10090.ENSMUSP00000105796	10090.ENSMUSP00000054856	0	0.409	0	0	0.408
Ndufa13	Ndufa8	10090.ENSMUSP00000105796	10090.ENSMUSP00000065352	0	0.941	0.900	0.541	0.997
Ndufa13	Ndufa3	10090.ENSMUSP00000105796	10090.ENSMUSP00000075953	0	0.929	0.900	0.769	0.998
Ndufa13	mt-Nd1	10090.ENSMUSP00000105796	10090.ENSMUSP00000080991	0	0.941	0.900	0	0.993
Ndufa13	mt-Nd2	10090.ENSMUSP00000105796	10090.ENSMUSP00000080992	0	0.879	0.900	0.101	0.988
Ndufa13	mt-Nd3	10090.ENSMUSP00000105796	10090.ENSMUSP00000080998	0	0.941	0.900	0	0.993
Ndufa13	mt-Nd4	10090.ENSMUSP00000105796	10090.ENSMUSP00000081000	0	0.886	0.900	0	0.988
Ndufa13	mt-Nd5	10090.ENSMUSP00000105796	10090.ENSMUSP00000081001	0	0.879	0.900	0.082	0.987
Ndufa13	mt-Nd6	10090.ENSMUSP00000105796	10090.ENSMUSP00000081002	0	0.912	0.900	0	0.990
Ndufa13	Ndufb6	10090.ENSMUSP00000105796	10090.ENSMUSP00000092746	0	0.834	0.900	0.500	0.991
Ndufa13	Ndufs7	10090.ENSMUSP00000105796	10090.ENSMUSP00000101003	0	0.886	0.900	0.391	0.992
Ndufa13	Ndufs5	10090.ENSMUSP00000105796	10090.ENSMUSP00000101813	0	0.935	0.720	0.211	0.984
Ndufa13	Ndufa4	10090.ENSMUSP00000105796	10090.ENSMUSP00000144932	0	0	0.900	0.207	0.917
Ndufa13	Ndufb1-ps	10090.ENSMUSP00000105796	10090.ENSMUSP00000159138	0	0.849	0.800	0	0.968
Ndufa13	Ndufb2	10090.ENSMUSP00000105796	10090.ENSMUSP00000118918	0	0.800	0.900	0.323	0.985
Ndufa13	Ndufb11	10090.ENSMUSP00000105796	10090.ENSMUSP00000112320	0	0.834	0.900	0.500	0.991
Ndufa13	Ndufs8	10090.ENSMUSP00000105796	10090.ENSMUSP00000158541	0	0.941	0.900	0.446	0.996
Ndufa2	mt-Co1	10090.ENSMUSP00000014438	10090.ENSMUSP00000080993	0	0.404	0	0	0.404
